,Autofluorescence,Colloidal,Frequent,Filters
70,0.5503355704697986,0.4697986577181208,0.10067114093959731,0.3087248322147651
71,0.5448717948717948,0.5,0.1282051282051282,0.2692307692307692
72,0.58,0.49333333333333335,0.11333333333333333,0.2866666666666667
73,0.6133333333333333,0.47333333333333333,0.07333333333333333,0.25333333333333335
74,0.5472972972972973,0.4594594594594595,0.0945945945945946,0.27702702702702703
75,0.5266666666666666,0.48,0.10666666666666667,0.29333333333333333
76,0.5333333333333333,0.4866666666666667,0.08666666666666667,0.24666666666666667
77,0.5503355704697986,0.48322147651006714,0.08053691275167785,0.2751677852348993
78,0.5973154362416108,0.4697986577181208,0.087248322147651,0.2953020134228188
79,0.5771812080536913,0.48322147651006714,0.09395973154362416,0.31543624161073824
80,0.6395348837209303,0.5930232558139535,0.046511627906976744,0.43023255813953487
81,0.6097560975609756,0.5975609756097561,0.04878048780487805,0.4146341463414634
82,0.6511627906976745,0.6162790697674418,0.05813953488372093,0.4186046511627907
83,0.65,0.625,0.05,0.4375
84,0.6582278481012658,0.6075949367088608,0.06329113924050633,0.43037974683544306
85,0.6666666666666666,0.6172839506172839,0.04938271604938271,0.4074074074074074
86,0.6790123456790124,0.6666666666666666,0.06172839506172839,0.41975308641975306
87,0.6363636363636364,0.5974025974025974,0.06493506493506493,0.4155844155844156
88,0.620253164556962,0.6455696202531646,0.06329113924050633,0.43037974683544306
89,0.6329113924050633,0.569620253164557,0.05063291139240506,0.43037974683544306
90,0.6013986013986014,0.43356643356643354,0.027972027972027972,0.3076923076923077
91,0.5774647887323944,0.43661971830985913,0.035211267605633804,0.34507042253521125
92,0.5683453237410072,0.4172661870503597,0.02877697841726619,0.3669064748201439
93,0.5902777777777778,0.4444444444444444,0.027777777777777776,0.3541666666666667
94,0.5633802816901409,0.39436619718309857,0.028169014084507043,0.3380281690140845
95,0.5942028985507246,0.43478260869565216,0.036231884057971016,0.30434782608695654
96,0.5944055944055944,0.4405594405594406,0.03496503496503497,0.3356643356643357
97,0.5714285714285714,0.42857142857142855,0.045112781954887216,0.39849624060150374
98,0.647887323943662,0.4295774647887324,0.02112676056338028,0.352112676056338
99,0.6159420289855072,0.41304347826086957,0.036231884057971016,0.30434782608695654
100,0.7619047619047619,0.5333333333333333,0.1523809523809524,0.38095238095238093
101,0.7735849056603774,0.5188679245283019,0.16981132075471697,0.3584905660377358
102,0.8037383177570093,0.5420560747663551,0.1308411214953271,0.3364485981308411
103,0.7757009345794392,0.5420560747663551,0.17757009345794392,0.37383177570093457
104,0.7909090909090909,0.5454545454545454,0.14545454545454545,0.35454545454545455
105,0.7757009345794392,0.5420560747663551,0.12149532710280374,0.34579439252336447
106,0.8037383177570093,0.5514018691588785,0.1588785046728972,0.35514018691588783
107,0.8073394495412844,0.5596330275229358,0.14678899082568808,0.3577981651376147
108,0.7735849056603774,0.5377358490566038,0.1320754716981132,0.3490566037735849
109,0.7428571428571429,0.5142857142857142,0.14285714285714285,0.34285714285714286
110,0.6666666666666666,0.5877192982456141,0.23684210526315788,0.16666666666666666
111,0.6721311475409836,0.5491803278688525,0.28688524590163933,0.22131147540983606
112,0.6896551724137931,0.5775862068965517,0.2413793103448276,0.1810344827586207
113,0.6513761467889908,0.5688073394495413,0.25688073394495414,0.1926605504587156
114,0.6694915254237288,0.5932203389830508,0.2288135593220339,0.17796610169491525
115,0.65,0.5833333333333334,0.26666666666666666,0.18333333333333332
116,0.6637168141592921,0.5486725663716814,0.24778761061946902,0.18584070796460178
117,0.6071428571428571,0.5089285714285714,0.25892857142857145,0.14285714285714285
118,0.6271186440677966,0.5423728813559322,0.2457627118644068,0.2033898305084746
119,0.6434782608695652,0.5739130434782609,0.26956521739130435,0.19130434782608696
120,0.6307692307692307,0.5692307692307692,0.07692307692307693,0.2153846153846154
121,0.6875,0.578125,0.109375,0.234375
122,0.6956521739130435,0.5652173913043478,0.08695652173913043,0.2463768115942029
123,0.6615384615384615,0.5076923076923077,0.09230769230769231,0.23076923076923078
124,0.6805555555555556,0.5972222222222222,0.08333333333333333,0.25
125,0.676056338028169,0.5633802816901409,0.08450704225352113,0.22535211267605634
126,0.6811594202898551,0.5942028985507246,0.08695652173913043,0.2318840579710145
127,0.7014925373134329,0.5223880597014925,0.07462686567164178,0.2537313432835821
128,0.6451612903225806,0.5483870967741935,0.0967741935483871,0.22580645161290322
129,0.6571428571428571,0.5285714285714286,0.08571428571428572,0.24285714285714285
130,0.7310924369747899,0.5378151260504201,0.09243697478991597,0.3949579831932773
131,0.7391304347826086,0.5565217391304348,0.0782608695652174,0.3826086956521739
132,0.6974789915966386,0.5378151260504201,0.08403361344537816,0.3697478991596639
133,0.6890756302521008,0.5882352941176471,0.10084033613445378,0.35294117647058826
134,0.6974789915966386,0.5630252100840336,0.09243697478991597,0.36134453781512604
135,0.7542372881355932,0.5677966101694916,0.07627118644067797,0.3644067796610169
136,0.7094017094017094,0.5811965811965812,0.05982905982905983,0.36752136752136755
137,0.7094017094017094,0.6068376068376068,0.10256410256410256,0.36752136752136755
138,0.7058823529411765,0.5714285714285714,0.06722689075630252,0.33613445378151263
139,0.7058823529411765,0.5042016806722689,0.09243697478991597,0.37815126050420167
140,0.6114649681528662,0.4012738853503185,0.012738853503184714,0.17834394904458598
141,0.65,0.38125,0.00625,0.15625
142,0.6415094339622641,0.4025157232704403,0.006289308176100629,0.18867924528301888
143,0.6578947368421053,0.42105263157894735,0.0,0.1513157894736842
144,0.6516129032258065,0.41935483870967744,0.0064516129032258064,0.14838709677419354
145,0.6666666666666666,0.391025641025641,0.0,0.15384615384615385
146,0.6174496644295302,0.42953020134228187,0.006711409395973154,0.18120805369127516
147,0.6363636363636364,0.4025974025974026,0.012987012987012988,0.14285714285714285
148,0.6493506493506493,0.3961038961038961,0.012987012987012988,0.18181818181818182
149,0.6233766233766234,0.3961038961038961,0.006493506493506494,0.15584415584415584
150,0.6869565217391305,0.48695652173913045,0.1565217391304348,0.3217391304347826
151,0.7090909090909091,0.4727272727272727,0.15454545454545454,0.3181818181818182
152,0.7232142857142857,0.44642857142857145,0.14285714285714285,0.33035714285714285
153,0.7068965517241379,0.4827586206896552,0.13793103448275862,0.3275862068965517
154,0.7017543859649122,0.49122807017543857,0.14035087719298245,0.2982456140350877
155,0.7009345794392523,0.4672897196261682,0.14953271028037382,0.3177570093457944
156,0.7168141592920354,0.4778761061946903,0.1504424778761062,0.30973451327433627
157,0.6695652173913044,0.48695652173913045,0.1391304347826087,0.3130434782608696
158,0.7130434782608696,0.4608695652173913,0.13043478260869565,0.2956521739130435
159,0.6991150442477876,0.4778761061946903,0.1504424778761062,0.2831858407079646
160,0.7378640776699029,0.5728155339805825,0.3883495145631068,0.4854368932038835
161,0.7121951219512195,0.5609756097560976,0.37073170731707317,0.5073170731707317
162,0.7401960784313726,0.5735294117647058,0.3382352941176471,0.4950980392156863
163,0.7403846153846154,0.5865384615384616,0.34134615384615385,0.5
164,0.7330097087378641,0.5825242718446602,0.3446601941747573,0.5048543689320388
165,0.7156862745098039,0.5490196078431373,0.36764705882352944,0.49019607843137253
166,0.7129186602870813,0.5454545454545454,0.36363636363636365,0.5023923444976076
167,0.7281553398058253,0.558252427184466,0.35436893203883496,0.5048543689320388
168,0.7058823529411765,0.5637254901960784,0.35784313725490197,0.4803921568627451
169,0.7142857142857143,0.5812807881773399,0.33497536945812806,0.5073891625615764
