,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.32430143945808637,0.6756985605419137,44.40524172782898,0.4462809917355372,0.8914728682170543,0.14472956802261705,0.6023669338164347,0.49817219681284014,0.897982821546769,91.51515151515152,46.666666666666664
1,0.32430143945808637,0.6756985605419137,44.0457603931427,0.44537815126050423,0.8671875,0.14443677555696285,0.5859573454699408,0.43772645250214115,0.8740148470145026,90.9090909090909,43.03030303030303
2,0.32430143945808637,0.6756985605419137,44.702576875686646,0.4636363636363636,0.8538461538461538,0.15035794011238549,0.5769426170780955,0.46410684304859834,0.8685351691782097,93.33333333333333,47.878787878787875
3,0.32430143945808637,0.6756985605419137,44.580925941467285,0.4462809917355372,0.8968253968253969,0.14472956802261705,0.6059836296923512,0.45449093186044603,0.8909022696548152,90.3030303030303,47.27272727272727
4,0.32430143945808637,0.6756985605419137,44.339300870895386,0.44642857142857145,0.9212598425196851,0.14477742832950286,0.6224939494756213,0.4449358913344145,0.9153042389879323,90.9090909090909,47.878787878787875
5,0.32430143945808637,0.6756985605419137,43.98498177528381,0.5,0.8923076923076924,0.16215071972904319,0.6029310232527846,0.4729253410408107,0.8997273922834567,90.3030303030303,48.484848484848484
6,0.32430143945808637,0.6756985605419137,44.67429447174072,0.45454545454545453,0.8947368421052632,0.14740974520822106,0.6045723962743438,0.4435197368679283,0.892961784913686,90.3030303030303,48.484848484848484
7,0.32430143945808637,0.6756985605419137,44.45581912994385,0.45689655172413796,0.9,0.14817220940757395,0.6081287044877224,0.4437729519456603,0.8922580145903345,92.72727272727273,47.27272727272727
8,0.32430143945808637,0.6756985605419137,44.034663915634155,0.47540983606557374,0.9,0.15417609416859843,0.6081287044877224,0.47453131987959773,0.9039884791913263,90.9090909090909,41.81818181818182
9,0.32430143945808637,0.6756985605419137,44.504528522491455,0.452991452991453,0.8939393939393939,0.14690578026733828,0.6040335616965592,0.43541436895841024,0.8951392251431941,92.72727272727273,46.666666666666664
