,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.7915966386554621,0.20840336134453785,53.21975588798523,0.672566371681416,0.04838709677419355,0.5324012790957091,0.010084033613445379,0.6787617243373093,0.060708225256628306,91.41414141414141,83.33333333333333
1,0.7915966386554621,0.20840336134453785,53.1608407497406,0.672566371681416,0.07317073170731707,0.5324012790957091,0.01524902643984423,0.6724506080997643,0.06330862815434295,92.92929292929293,83.33333333333333
2,0.7915966386554621,0.20840336134453785,52.68299174308777,0.6460176991150443,0.0625,0.5113854391314048,0.013025210084033614,0.6665598745493718,0.05762852124445604,91.91919191919192,82.32323232323232
3,0.7915966386554621,0.20840336134453785,53.06717300415039,0.6696428571428571,0.03968253968253968,0.5300870348139255,0.008269974656529278,0.6733975608082545,0.04983192337343636,92.92929292929293,81.31313131313131
4,0.7915966386554621,0.20840336134453785,53.10957312583923,0.6759259259259259,0.0546875,0.5350606909430439,0.011397058823529413,0.663267491997867,0.05357521314874694,91.41414141414141,82.32323232323232
5,0.7915966386554621,0.20840336134453785,52.965247631073,0.6509433962264151,0.04032258064516129,0.5152846044078008,0.008403361344537815,0.6658756044351845,0.054581602976610744,89.8989898989899,82.32323232323232
6,0.7915966386554621,0.20840336134453785,53.2156445980072,0.6363636363636364,0.038461538461538464,0.5037433155080213,0.00801551389786684,0.6681201502311874,0.0525940852514294,90.4040404040404,81.31313131313131
7,0.7915966386554621,0.20840336134453785,53.25537443161011,0.6605504587155964,0.03875968992248062,0.5228895227815897,0.00807764966451697,0.6671202464689844,0.04979344407019351,91.41414141414141,82.32323232323232
8,0.7915966386554621,0.20840336134453785,52.81431722640991,0.660377358490566,0.06201550387596899,0.5227524972253051,0.012924239463227152,0.6569033018533728,0.05880247724217585,89.8989898989899,80.3030303030303
9,0.7915966386554621,0.20840336134453785,53.08470940589905,0.6846846846846847,0.07874015748031496,0.5419940949352714,0.01640971349169589,0.6674285412195906,0.05972601842808145,91.41414141414141,83.33333333333333
