,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.2929377350605934,0.7070622649394066,62.714075565338135,0.22535211267605634,0.6300813008130082,0.06601413747844358,0.4455067116488131,0.2273118330500121,0.6509422137219698,84.79087452471482,75.2851711026616
1,0.2929377350605934,0.7070622649394066,62.406240463256836,0.2112676056338028,0.6477732793522267,0.061888253886040856,0.4580160420660124,0.23034198324890962,0.6396142709243643,80.22813688212928,76.42585551330798
2,0.2929377350605934,0.7070622649394066,62.65298557281494,0.24644549763033174,0.6504065040650406,0.07219318589171021,0.459877895895549,0.23629318196575286,0.6693130903712683,85.17110266159696,73.76425855513308
3,0.2929377350605934,0.7070622649394066,62.433736085891724,0.23923444976076555,0.648,0.07008079786138598,0.4581763476807355,0.23180425608026922,0.6637365488224778,85.17110266159696,74.90494296577947
4,0.2929377350605934,0.7070622649394066,62.317625522613525,0.2028301886792453,0.6814516129032258,0.05941661607361093,0.48182872086596656,0.20997066502691186,0.67622589612442,79.08745247148289,73.76425855513308
5,0.2929377350605934,0.7070622649394066,61.38587307929993,0.24528301886792453,0.6330645161290323,0.07185265199599461,0.44761603062696304,0.239224238706607,0.6638409678750793,84.4106463878327,74.52471482889734
6,0.2929377350605934,0.7070622649394066,61.53792428970337,0.2688679245283019,0.6345381526104418,0.07876156084176332,0.4486579833752058,0.2506879162347798,0.6666196915122456,87.83269961977186,76.42585551330798
7,0.2929377350605934,0.7070622649394066,62.54419255256653,0.24401913875598086,0.6194331983805668,0.0714824138186137,0.4379778402256243,0.23828684895694568,0.6676432955211574,85.17110266159696,77.56653992395437
8,0.2929377350605934,0.7070622649394066,61.50709533691406,0.24651162790697675,0.6422764227642277,0.07221255794516954,0.4541294221968547,0.23469865262736925,0.6774508730854765,84.03041825095058,75.2851711026616
9,0.2929377350605934,0.7070622649394066,62.46630024909973,0.2347417840375587,0.6437246963562753,0.0687647265400454,0.4551534418030998,0.2340890226026682,0.6757954583541845,84.03041825095058,74.52471482889734
