,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.48903508771929827,0.5109649122807017,5.463368892669678,0.6274509803921569,0.6881720430107527,0.3068455452356381,0.35163176759102055,0.684494762472307,0.6777294728764923,99.12280701754386,62.280701754385966
1,0.48903508771929827,0.5109649122807017,5.496565341949463,0.6310679611650486,0.7111111111111111,0.30861437574518824,0.36335282651072126,0.693105516648825,0.7157962909896232,99.12280701754386,62.280701754385966
2,0.48903508771929827,0.5109649122807017,5.454563617706299,0.6213592233009708,0.7333333333333333,0.3038664622721853,0.37470760233918127,0.6832875065088474,0.7336918593684526,98.24561403508773,64.03508771929825
3,0.48903508771929827,0.5109649122807017,5.5053582191467285,0.63,0.6559139784946236,0.3080921052631579,0.33514902848519146,0.6777951345293268,0.7144926135884935,98.24561403508773,62.280701754385966
4,0.48903508771929827,0.5109649122807017,5.445584058761597,0.6019417475728155,0.7303370786516854,0.2943706353261795,0.3731766213286024,0.680537412368353,0.7039333663457706,98.24561403508773,62.280701754385966
5,0.48903508771929827,0.5109649122807017,5.441516160964966,0.6274509803921569,0.7222222222222222,0.3068455452356381,0.36903021442495126,0.6825487474901423,0.7322823961169125,97.36842105263158,61.40350877192982
6,0.48903508771929827,0.5109649122807017,5.489596366882324,0.6039603960396039,0.7252747252747253,0.29535782525620985,0.37058993637941,0.6738209300039685,0.7259636961701221,99.12280701754386,61.40350877192982
7,0.48903508771929827,0.5109649122807017,5.518297910690308,0.6138613861386139,0.7111111111111111,0.30019975681778704,0.36335282651072126,0.7056339726285438,0.7245811731827609,98.24561403508773,62.280701754385966
8,0.48903508771929827,0.5109649122807017,5.468862056732178,0.6039603960396039,0.7333333333333333,0.29535782525620985,0.37470760233918127,0.6617054352736141,0.7441688506497404,98.24561403508773,64.03508771929825
9,0.48903508771929827,0.5109649122807017,5.526413440704346,0.6213592233009708,0.7142857142857143,0.3038664622721853,0.3649749373433584,0.6812821367737772,0.7387021946120408,99.12280701754386,64.03508771929825
