,SMILES,MVS-A,Score,MVS-A percentile,Score percentile,Confirmed,Filter alerts
915,CCn1cc(C(=O)NCCCN2CCCC(C)C2)c(=O)c2cc(S(=O)(=O)N3CCc4ccccc4C3)ccc21,76.56672340663123,82.0,97.1047619047619,2.895238095238095,0,1.0
570,CCCn1c2ccccc2c2cnn(CC(=O)NCCCN3CCCCC3)c(=O)c21,76.6958836413779,47.0,97.06666666666666,2.933333333333333,0,0.0
1882,Cc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,76.70215250276118,57.0,97.02857142857142,2.9714285714285715,0,1.0
270,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,76.86943825090204,51.0,96.99047619047619,3.0095238095238095,0,2.0
1650,Cc1ccc(N=Cc2cc(Cc3ccccc3Cl)cc([N+](=O)[O-])c2O)c(O)c1,76.8786747766398,35.0,96.95238095238095,3.0476190476190474,0,2.0
415,CCC1CCCCN1CCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1=O,76.88670133426496,100.0,96.91428571428571,3.085714285714286,0,2.0
1201,COc1ccc(C(CCN2CCCC2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1,77.26979356959802,8.0,96.87619047619047,3.123809523809524,0,2.0
1076,COc1cc(/C=C2\S/C(=N/S(=O)(=O)Cc3ccccc3)NC2=O)c([N+](=O)[O-])cc1OC,77.3184578414879,5.0,96.81904761904762,3.1809523809523808,0,3.0
1074,COc1cc(/C=C2/S/C(=N/S(=O)(=O)Cc3ccccc3)NC2=O)c([N+](=O)[O-])cc1OC,77.3184578414879,21.0,96.81904761904762,3.1809523809523808,0,3.0
1200,COc1ccc(C(CCN2CCCC(C)C2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1,77.69153155592336,14.0,96.76190476190476,3.238095238095238,0,3.0
