,SMILES,Primary label,MVS-A percentile,Score percentile
0,COc1ccc(C(=O)NCc2ccon2)cc1OC1CCN(C(C)C)CC1,1,99.46666666666667,69.6
1,COc1ccc(C(=O)NCc2cc(C(C)C)no2)cc1OC1CCN(C(C)C)CC1,1,99.58095238095238,94.81904761904762
2,COc1ccc(C(=O)NC(C)c2nccs2)cc1OC1CCN(C(C)C)CC1,1,99.42857142857143,12.81904761904762
3,COc1ccc(C(=O)N[C@H]2CCCCNC2=O)cc1OC1CCN(C(C)C)CC1,1,99.35238095238095,85.44761904761904
4,COc1ccc(C(=O)NCc2cnn(C)c2)cc1OC1CCN(C(C)C)CC1,0,96.64761904761905,0.0
5,COc1ccc(C(=O)NCc2cnn(C)c2C)cc1OC1CCN(C(C)C)CC1,1,99.88571428571429,94.24761904761905
