,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc
0,1.4209825936265126,1.7310711566135981,0.35908668344461364,0.41190013144537246,0.6389377770517426,0.7392508418004715
1,1.415785947011312,1.7467669694020258,0.3620322576383163,0.4062270115863291,0.638044107735035,0.7390859250491224
2,1.4438710914440671,1.6812487208145686,0.36275783226313413,0.40801666667222997,0.640728598909298,0.7346634125699008
3,1.4347678675290476,1.715964805579732,0.35782430902939344,0.40314744502361927,0.6280907741176052,0.734534500694645
4,1.3772497288922734,1.723267721909272,0.35526265307003285,0.4080984293526251,0.625788427078443,0.7273505608522193
5,1.3923382826363706,1.7340735689411648,0.3611646124696102,0.40977183917328813,0.6351613255747567,0.7296438108648621
6,1.4164344148810082,1.7231749691556117,0.36162530140661714,0.40686825101732116,0.6244199020556275,0.735961117640837
7,1.374544892933444,1.7561838194651396,0.35991756343482745,0.412434389457166,0.6338168681040807,0.7449224148706964
8,1.3440895174939729,1.7312902278664537,0.3594621439766361,0.4113241229615991,0.6255326353896057,0.7304110990196127
9,1.4569608600913124,1.7721217516684715,0.36113615313702896,0.4145980500295754,0.6482227142844463,0.7422975191002683
