,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.1154394299287411,0.8845605700712589,0.0,0.20948616600790515,0.9669811320754716,0.024182963581910192,0.8553533814368305,0.21297424049725103,0.9594976165459447,92.25092250922509,49.7737556561086
