,fp rate,tp rate,time,fp precision,tp precision,fp ef10,tp ef10,fp bedroc,tp bedroc,fp scaffold,tp scaffold
0,0.1590909090909091,0.8409090909090909,0.0,0.5,0.84,0.07954545454545454,0.7063636363636364,0.2511338010280295,0.8356392359060882,85.4251012145749,68.35016835016835
